EXPOCODE,Cruise_ID,Observation_Type,Sample _ID,Station_ID,Cast_number,Niskin_ID,Year_UTC,Month_UTC,Day_UTC,Time_UTC,YearDay_UTC,Latitude_Dec_Deg,Longitude_Dec_Deg,Depth_Bottom_meters,Depth_meters,CTDPRES_dbar,FlowThrough-Intake_Temperature_deg_C,TSGTEMP_deg_C,CTDTEMP_ITS90,TSGSAL_PSS78,CTDSAL_PSS78,Salinity_PSS78,Salinity_Flag,CTDOXY_mg/L,CTDOXY_umol/kg,DIC_umol/kg,DIC_Flag,TA_umol/kg,TA_Flag,pH_TS_20C,pH_TS_25C,pH_Flag,Silicate_umol/kg,Nitrite_and_Nitrate_umol/kg,Ammonium_umol/kg,Phosphate_umol/kg,Nutrients_Flag
AGSK20031205,SKO0313,Flow-through,1750000,175,0,0,2003,12,9,12:59:00,343.541,50.6735,-47.1323,-999,7,-999,-999,6.92,-999,34.59,-999,-999,9,-999,-999,2108.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1760000,176,0,0,2003,12,9,23:24:00,343.975,49.066,-49.516,-999,7,-999,-999,4.1,-999,34.226,-999,-999,9,-999,-999,2113.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1770000,177,0,0,2003,12,9,23:26:00,343.9764,49.066,-49.516,-999,7,-999,-999,4.08,-999,34.228,-999,-999,9,-999,-999,2113,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,A390000,A39,0,0,2003,12,10,12:00:00,344.5,47.0267,-52.461,-999,7,-999,-999,2.41,-999,32.181,-999,-999,9,-999,-999,2059.5,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,A870000,A87,0,0,2003,12,12,10:38:00,346.4431,46.3345,-56.8648,-999,7,-999,-999,5.01,-999,32.235,-999,-999,9,-999,-999,2046.3,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,A2020000,A202,0,0,2003,12,12,14:12:00,346.5917,45.9957,-57.9238,-999,7,-999,-999,4.61,-999,31.752,-999,-999,9,-999,-999,2030.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,A2090000,A209,0,0,2003,12,12,14:14:00,346.5931,45.9932,-57.9326,-999,7,-999,-999,4.66,-999,31.79,-999,-999,9,-999,-999,2031.2,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,A1140000,A114,0,0,2003,12,13,2:21:00,347.0979,45.1455,-60.4078,-999,7,-999,-999,5.22,-999,31.237,-999,-999,9,-999,-999,2015.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1460000,146,0,0,2003,12,13,17:08:00,347.7139,44.034,-63.7905,-999,7,-999,-999,5.92,-999,31.297,-999,-999,9,-999,-999,2013.4,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1470000,147,0,0,2003,12,14,15:10:00,348.6319,42.8478,-68.0185,-999,7,-999,-999,7.91,-999,33.341,-999,-999,9,-999,-999,2086.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1480000,148,0,0,2003,12,14,15:12:00,348.6333,42.8463,-68.0295,-999,7,-999,-999,7.9,-999,33.336,-999,-999,9,-999,-999,2087,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20031205,SKO0313,Flow-through,1490000,149,0,0,2003,12,14,21:12:00,348.8833,42.5663,-69.7782,-999,7,-999,-999,7.51,-999,33.086,-999,-999,9,-999,-999,2079.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,10000,1,0,0,2004,4,4,0:10:31,95.0073,61.965,-27.3485,-999,7,-999,-999,8.42,-999,35.159,-999,-999,9,-999,-999,2137,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,20000,2,0,0,2004,4,4,11:55:32,95.4969,60.4137,-30.2733,-999,7,-999,-999,7.65,-999,35.105,-999,-999,9,-999,-999,2138,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,30000,3,0,0,2004,4,4,12:01:51,95.5013,60.4025,-30.2957,-999,7,-999,-999,7.68,-999,35.107,-999,-999,9,-999,-999,2137.1,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,40000,4,0,0,2004,4,4,22:54:07,95.9543,59.1115,-32.8675,-999,7,-999,-999,6.82,-999,35.018,-999,-999,9,-999,-999,2141.2,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,50000,5,0,0,2004,4,5,13:43:26,96.5718,57.0238,-36.7,-999,7,-999,-999,7.7,-999,35.032,-999,-999,9,-999,-999,2137.3,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,60000,6,0,0,2004,4,5,13:45:56,96.5736,57.0187,-36.7092,-999,7,-999,-999,7.69,-999,35.035,-999,-999,9,-999,-999,2137.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,70000,7,0,0,2004,4,6,10:50:31,97.4518,53.6905,-42.4213,-999,7,-999,-999,6.21,-999,34.749,-999,-999,9,-999,-999,2128.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,80000,8,0,0,2004,4,7,0:18:04,98.0126,51.5648,-45.7923,-999,7,-999,-999,6.73,-999,34.73,-999,-999,9,-999,-999,2123.6,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,90000,9,0,0,2004,4,7,0:21:32,98.015,51.5565,-45.8042,-999,7,-999,-999,6.68,-999,34.727,-999,-999,9,-999,-999,2125.6,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,100000,10,0,0,2004,4,7,11:49:55,98.493,49.771,-48.4935,-999,7,-999,-999,5.3,-999,34.664,-999,-999,9,-999,-999,2127.3,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,110000,11,0,0,2004,4,7,11:53:40,98.4956,49.7633,-48.505,-999,7,-999,-999,5.03,-999,34.637,-999,-999,9,-999,-999,2127.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,120000,12,0,0,2004,4,7,22:44:38,98.9477,48.0713,-50.9445,-999,7,-999,-999,0.13,-999,32.612,-999,-999,9,-999,-999,2077.8,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,130000,13,0,0,2004,4,9,11:48:06,100.4917,46.2817,-57.0038,-999,7,-999,-999,1.42,-999,31.889,-999,-999,9,-999,-999,2069.4,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,140000,14,0,0,2004,4,9,11:50:44,100.4936,46.2787,-57.0138,-999,7,-999,-999,1.4,-999,31.886,-999,-999,9,-999,-999,2064.6,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,150000,15,0,0,2004,4,9,23:15:08,100.9688,45.188,-60.3418,-999,7,-999,-999,0.34,-999,31.304,-999,-999,9,-999,-999,2050.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,160000,16,0,0,2004,4,9,23:17:24,100.9704,45.1853,-60.351,-999,7,-999,-999,0.33,-999,31.301,-999,-999,9,-999,-999,2052.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,170000,17,0,0,2004,4,10,12:12:56,101.509,43.9958,-63.8928,-999,7,-999,-999,1.39,-999,31.445,-999,-999,9,-999,-999,1998.6,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,180000,18,0,0,2004,4,10,12:14:51,101.5103,43.9942,-63.8975,-999,7,-999,-999,1.35,-999,31.468,-999,-999,9,-999,-999,1998.3,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,190000,19,0,0,2004,4,11,12:41:22,102.5287,42.5975,-69.6033,-999,7,-999,-999,4.11,-999,32.101,-999,-999,9,-999,-999,2059.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040403,SKO0406,Flow-through,200000,20,0,0,2004,4,11,12:43:09,102.53,42.596,-69.6133,-999,7,-999,-999,4.15,-999,32.127,-999,-999,9,-999,-999,2060.7,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7460000,746,0,0,2004,6,26,15:58:30,178.6656,61.7593,-29.9898,0,7,-999,-999,9.93,-999,35.088,-999,35.17,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO10000,SKO1,0,0,2004,6,26,16:04:00,178.6694,61.7478,-30.0223,-999,7,-999,-999,9.94,-999,35.101,-999,-999,9,-999,-999,2098.9,2,2295.9,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7490000,749,0,0,2004,6,27,0:32:00,179.0222,60.4798,-33.176,0,7,-999,-999,9.3,-999,35.006,-999,35.08,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO20000,SKO2,0,0,2004,6,27,0:35:00,179.0243,60.4725,-33.1937,-999,7,-999,-999,9.3,-999,35.006,-999,-999,9,-999,-999,2100.9,2,2315.9,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO30000,SKO3,0,0,2004,6,27,0:37:00,179.0257,60.467,-33.2062,-999,7,-999,-999,9.31,-999,35.005,-999,-999,9,-999,-999,2100.7,2,2321.4,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO40000,SKO4,0,0,2004,6,27,13:53:00,179.5785,58.3927,-37.607,-999,7,-999,-999,8.3,-999,34.753,-999,-999,9,-999,-999,2120.3,2,2285.6,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO50000,SKO5,0,0,2004,6,28,1:34:00,180.0653,56.4865,-40.9355,-999,7,-999,-999,8.43,-999,34.712,-999,-999,9,-999,-999,2097.8,2,2309.2,3,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO60000,SKO6,0,0,2004,6,28,1:34:00,180.0653,56.4835,-40.941,-999,7,-999,-999,8.42,-999,34.712,-999,-999,9,-999,-999,2099.4,2,2246.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7520000,752,0,0,2004,6,28,17:25:30,180.726,53.7082,-45.0886,0,7,-999,-999,8.7,-999,34.616,-999,34.69,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO70000,SKO7,0,0,2004,6,28,17:28:00,180.7278,53.7017,-45.0977,-999,7,-999,-999,8.71,-999,34.616,-999,-999,9,-999,-999,2077,2,2305.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO80000,SKO8,0,0,2004,6,29,12:30:30,181.5212,50.22,-49.3623,-999,7,-999,-999,4.92,-999,32.824,-999,-999,9,-999,-999,1984.1,2,2235.4,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO90000,SKO9,0,0,2004,6,29,12:31:00,181.5215,50.217,-49.3652,-999,7,-999,-999,4.87,-999,32.793,-999,-999,9,-999,-999,1983.8,2,2239.5,4,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7550000,755,0,0,2004,6,29,12:35:30,181.5247,50.2045,-49.3782,0,7,-999,-999,4.68,-999,32.732,-999,32.79,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7580000,758,0,0,2004,6,29,18:05:45,181.754,49.186,-50.4865,0,7,-999,-999,5.8,-999,32.393,-999,32.46,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO100000,SKO10,0,0,2004,6,29,18:08:00,181.7556,49.1798,-50.4932,-999,7,-999,-999,5.87,-999,32.395,-999,-999,9,-999,-999,2005.8,2,2213.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO110000,SKO11,0,0,2004,6,30,1:22:00,182.0569,47.8445,-51.8225,-999,7,-999,-999,7.34,-999,31.9,-999,-999,9,-999,-999,2016.9,2,2191.9,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO120000,SKO12,0,0,2004,6,30,1:22:00,182.0569,47.8415,-51.8253,-999,7,-999,-999,7.29,-999,31.902,-999,-999,9,-999,-999,2016.7,2,2188.5,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO130000,SKO13,0,0,2004,7,1,1:53:00,183.0785,46.5788,-56.0938,-999,7,-999,-999,9.43,-999,31.992,-999,-999,9,-999,-999,2021,2,2190,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7610000,761,0,0,2004,7,1,12:11:00,183.5076,45.5908,-59.1423,0,7,-999,-999,10.87,-999,31.143,-999,31.2,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO140000,SKO14,0,0,2004,7,1,12:14:00,183.5097,45.586,-59.157,-999,7,-999,-999,10.85,-999,31.124,-999,-999,9,-999,-999,1991.4,2,2154.4,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO150000,SKO15,0,0,2004,7,1,12:14:00,183.5097,45.5843,-59.1625,-999,7,-999,-999,10.83,-999,31.119,-999,-999,9,-999,-999,1991.8,2,2158.6,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7640000,764,0,0,2004,7,2,1:46:00,184.0736,44.2607,-62.7232,0,7,-999,-999,14.02,-999,31.197,-999,31.26,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO160000,SKO16,0,0,2004,7,2,1:50:00,184.0764,44.2543,-62.7398,-999,7,-999,-999,13.92,-999,31.177,-999,-999,9,-999,-999,1979.4,2,2143.2,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,7670000,767,0,0,2004,7,2,3:10:15,184.1321,44.1222,-63.0756,0,7,-999,-999,13.98,-999,31.333,-999,31.92,6,-999,-999,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO190000,SKO19,0,0,2004,7,2,3:12:45,184.1339,44.119,-63.084,-999,7,-999,-999,13.92,-999,31.301,-999,-999,9,-999,-999,1982.1,2,2177.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO200000,SKO20,0,0,2004,7,2,3:13:00,184.134,44.1174,-63.0882,-999,7,-999,-999,13.94,-999,31.363,-999,-999,9,-999,-999,1980.9,2,2180.2,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO170000,SKO17,0,0,2004,7,2,13:57:00,184.5813,43.1792,-65.8797,-999,7,-999,-999,5.64,-999,31.759,-999,-999,9,-999,-999,2045.2,2,2185.5,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20040625,SKO0410,Flow-through,SKO180000,SKO18,0,0,2004,7,2,13:57:00,184.5813,43.1788,-65.8843,-999,7,-999,-999,5.77,-999,31.761,-999,-999,9,-999,-999,2044.2,2,2178.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR10000,TR1,0,0,2004,10,16,0:49:00,290.034,63.8445,-23.5968,-999,7,-999,-999,9.69,-999,35.084,-999,35.11,6,-999,-999,2108.6,6,2287.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR20000,TR2,0,0,2004,10,16,0:51:00,290.0354,63.8403,-23.6115,-999,7,-999,-999,9.68,-999,35.085,-999,-999,9,-999,-999,2107.3,6,2287.8,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR30000,TR3,0,0,2004,10,16,15:52:30,290.6615,61.8918,-29.6742,-999,7,-999,-999,10.18,-999,35.075,-999,35.11,6,-999,-999,2106.7,6,2276.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR40000,TR4,0,0,2004,10,16,15:55:00,290.6632,61.8852,-29.6925,-999,7,-999,-999,10.28,-999,35.12,-999,-999,9,-999,-999,2106.4,6,2276.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR50000,TR5,0,0,2004,10,17,7:36:30,291.317,59.5883,-35.1742,-999,7,-999,-999,9.33,-999,34.91,-999,34.94,6,-999,-999,2104.8,6,2295.6,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR60000,TR6,0,0,2004,10,17,7:38:00,291.3181,59.5835,-35.1855,-999,7,-999,-999,9.31,-999,34.918,-999,-999,9,-999,-999,2106.2,6,2295.6,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR70000,TR7,0,0,2004,10,17,22:22:00,291.9319,57.1595,-39.8158,-999,7,-999,-999,9.01,-999,34.743,-999,34.77,6,-999,-999,2101.1,6,2264.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR80000,TR8,0,0,2004,10,17,22:24:00,291.9333,57.1535,-39.8257,-999,7,-999,-999,8.97,-999,34.748,-999,-999,9,-999,-999,2100.4,6,2264.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR90000,TR9,0,0,2004,10,18,12:06:30,292.5045,54.802,-43.5738,-999,7,-999,-999,9.25,-999,34.609,-999,34.64,6,-999,-999,2093.7,6,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR100000,TR10,0,0,2004,10,18,12:08:00,292.5056,54.796,-43.5827,-999,7,-999,-999,9.25,-999,34.608,-999,-999,9,-999,-999,2093.8,6,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR110000,TR11,0,0,2004,10,19,1:02:00,293.0431,52.5554,-46.6296,-999,7,-999,-999,12.59,-999,34.373,-999,34.32,6,-999,-999,2052.2,6,2283.7,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR120000,TR12,0,0,2004,10,19,1:03:30,293.0441,52.5524,-46.6336,-999,7,-999,-999,12.79,-999,34.471,-999,-999,9,-999,-999,2058.2,6,2283.7,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR130000,TR13,0,0,2004,10,19,17:32:00,293.7306,49.5792,-50.0607,-999,7,-999,-999,8.27,-999,33.424,-999,33.46,6,-999,-999,2037,6,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR140000,TR14,0,0,2004,10,19,17:34:00,293.7319,49.5792,-50.0607,-999,7,-999,-999,8.21,-999,33.42,-999,-999,9,-999,-999,2035.8,6,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR150000,TR15,0,0,2004,10,20,7:26:00,294.3097,46.891,-52.763,-999,7,-999,-999,10.39,-999,31.307,-999,-999,9,-999,-999,1991.6,6,2162,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR160000,TR16,0,0,2004,10,20,7:28:00,294.3111,46.8842,-52.7695,-999,7,-999,-999,10.35,-999,31.325,-999,-999,9,-999,-999,1991.9,6,2162,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR170000,TR17,0,0,2004,10,21,20:21:30,295.8483,44.7577,-61.6688,-999,7,-999,-999,13.28,-999,30.511,-999,30.52,6,-999,-999,1938.5,6,2103.1,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR180000,TR18,0,0,2004,10,21,20:23:00,295.8493,44.7543,-61.6782,-999,7,-999,-999,13.53,-999,30.525,-999,-999,9,-999,-999,1938,6,2103.1,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR190000,TR19,0,0,2004,10,22,1:12:00,296.05,43.7603,-63.5205,-999,7,-999,-999,13.95,-999,30.27,-999,-999,9,-999,-999,2016.4,6,2187,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20041015,SKO0414,Flow-through,TR200000,TR20,0,0,2004,10,22,1:13:30,296.051,43.7602,-63.5253,-999,7,-999,-999,13.98,-999,30.292,-999,-999,9,-999,-999,2016.7,6,2187,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO10000,SKO1,0,0,2005,9,17,9:12:50,260.3839,63.012,-26.431,-999,7,-999,-999,10.32,-999,35.011,-999,-999,9,-999,-999,2101.7,2,2325.3,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO20000,SKO2,0,0,2005,9,17,9:15:25,260.3857,63.005,-26.452,-999,7,-999,-999,10.31,-999,35.016,-999,-999,9,-999,-999,2106.4,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO30000,SKO3,0,0,2005,9,17,23:19:22,260.9718,61.094,-31.733,-999,7,-999,-999,10.32,-999,34.8,-999,-999,9,-999,-999,2099.5,2,2311.9,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO40000,SKO4,0,0,2005,9,17,23:21:36,260.9733,61.089,-31.745,-999,7,-999,-999,10.31,-999,34.795,-999,-999,9,-999,-999,2096.6,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO50000,SKO5,0,0,2005,9,18,13:16:42,261.5533,58.963,-36.456,-999,7,-999,-999,9.76,-999,34.634,-999,-999,9,-999,-999,2090.8,2,2315.6,2,-999,-999,9,-999,-999,-999,-999,9
AGSK20050916,SKO0510,Flow-through,SKO60000,SKO6,0,0,2005,9,18,13:18:40,261.5546,58.958,-36.466,-999,7,-999,-999,9.75,-999,34.634,-999,-999,9,-999,-999,2090.9,2,-999,9,-999,-999,9,-999,-999,-999,-999,9
