"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID","Survey_design","Sample_frequency","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","TA_0","DIC_0","nTA","nDIC","Date"
"WS10067_1","FL",2010,"WaltonSmith","Upper_Keys",25.6463333333333,-80.1243333333333,10-03-08,"12:26:00 PM",0,2072.52,2424.23,NA,8.16059530966215,302.110985830766,3.8264656426637,NA,NA,36.494,20.43233,0,NA,"1","Permanent","Single",2010-03-08 12:26:00,2010-03-08 07:26:00,2010-03-08,"07:26:00","Mar","March","2010-03",3,7.43333333333333,"Winter","Dry",-80.12666667,25.645,"Inshore","BB","BB_1","T1","ColdMortality",36.494,2391.38379094114,2044.43915569123,2113.50084816273,1761.677575967,2420.01989011689,2068.30835537711,2010-03-08
"WS10067_2","FL",2010,"WaltonSmith","Upper_Keys",25.6456166666667,-80.0824666666667,10-03-08,"01:05:00 PM",0,2068.17,2418.43,NA,8.14144846405537,317.279428255789,3.83070912708624,NA,NA,36.515,21.57933,0,NA,"3","Permanent","Single",2010-03-08 13:05:00,2010-03-08 08:05:00,2010-03-08,"08:05:00","Mar","March","2010-03",3,8.08333333333333,"Winter","Dry",-80.08333333,25.645,"Offshore","BB","BB_1","T1","ColdMortality",36.515,2384.29036686459,2038.97479275329,2113.50084816273,1761.677575967,2414.12548451846,2063.8434166731,2010-03-08
"WS10067_3","FL",2010,"WaltonSmith","Upper_Keys",25.10675,-80.3811666666667,10-03-08,"05:17:00 PM",0,2187.09,2558.48,NA,8.19166200781698,293.271837353628,4.06753019428167,NA,NA,36.662,18.839,0,NA,"4","Permanent","Single",2010-03-08 17:17:00,2010-03-08 12:17:00,2010-03-08,"12:17:00","Mar","March","2010-03",3,12.2833333333333,"Winter","Dry",-80.38,25.10833333,"Inshore","UK","UK_3","T1","ColdMortality",36.662,2512.24968759142,2147.5704985907,2113.50084816273,1761.677575967,2550.43947390453,2179.40303380697,2010-03-08
"WS10067_4","FL",2010,"WaltonSmith","Upper_Keys",25.0933333333333,-80.3545,10-03-08,"05:42:00 PM",0,2112.23,2446.23,NA,8.15220414794676,313.306736135031,3.62278257192661,NA,NA,36.6815,18.8245,0,NA,"5","Permanent","Single",2010-03-08 17:42:00,2010-03-08 12:42:00,2010-03-08,"12:42:00","Mar","March","2010-03",3,12.7,"Winter","Dry",-80.355,25.09333333,"Inshore","UK","UK_3","T1","ColdMortality",36.6815,2400.75105715847,2072.96059874249,2113.50084816273,1761.677575967,2440.04408531572,2105.71272498679,2010-03-08
"WS10067_5","FL",2010,"WaltonSmith","Upper_Keys",25.079,-80.333,10-03-08,"05:45:00 PM",0,2080.85,2428.08,NA,8.14721806522536,314.027165461195,3.78775954206774,NA,NA,36.553,20.77,0,NA,"5.5","Permanent","Single",2010-03-08 17:45:00,2010-03-08 12:45:00,2010-03-08,"12:45:00","Mar","March","2010-03",3,12.75,"Winter","Dry",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","ColdMortality",36.553,2391.31557705258,2049.3431099922,2113.50084816273,1761.677575967,2423.31684516631,2076.01729679817,2010-03-08
"WS10067_6","FL",2010,"WaltonSmith","Upper_Keys",25.0615666666667,-80.3143,10-03-08,"06:22:00 PM",0,2067.41,2420.28,NA,8.15327392797499,307.407775718187,3.84774352436403,NA,NA,36.507,21.055,0,NA,"6","Permanent","Single",2010-03-08 18:22:00,2010-03-08 13:22:00,2010-03-08,"13:22:00","Mar","March","2010-03",3,13.3666666666667,"Winter","Dry",-80.315,25.065,"Offshore","UK","UK_3","T1","ColdMortality",36.507,2386.63713510853,2038.67216995336,2113.50084816273,1761.677575967,2416.01564647199,2063.16019640922,2010-03-08
"WS10067_7","FL",2010,"WaltonSmith","Upper_Keys",25.0484,-80.2867666666667,10-03-08,"06:50:00 PM",0,2062.71,2418.08,NA,8.14492842020165,313.780276407797,3.88832070897619,NA,NA,36.512,21.867,0,NA,"6.5","Permanent","Single",2010-03-08 18:50:00,2010-03-08 13:50:00,2010-03-08,"13:50:00","Mar","March","2010-03",3,13.8333333333333,"Winter","Dry",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","ColdMortality",36.512,2384.14118393273,2033.75895814443,2113.50084816273,1761.677575967,2413.80509767579,2058.48487756007,2010-03-08
"WS10067_8","FL",2010,"WaltonSmith","Middle_Keys",24.8191666666667,-80.7545,10-03-08,"10:11:00 PM",0,2264.78,2625.78,NA,8.19272141333206,304.302933001136,4.0473533519397,NA,NA,35.3565,18.173,0,NA,"7","Permanent","Single",2010-03-08 22:11:00,2010-03-08 17:11:00,2010-03-08,"17:11:00","Mar","March","2010-03",3,17.1833333333333,"Winter","Dry",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","ColdMortality",35.3565,2673.53575595906,2305.97015339479,2113.50084816273,1761.677575967,2635.0969565455,2273.93005696766,2010-03-08
"WS10067_9","FL",2010,"WaltonSmith","Middle_Keys",24.792,-80.742,10-03-08,"10:32:00 PM",0,2065.2,2386.83,NA,8.14237314265438,315.541019139486,3.50708012753855,NA,NA,35.915,19.382,0,NA,"8","Permanent","Single",2010-03-08 22:32:00,2010-03-08 17:32:00,2010-03-08,"17:32:00","Mar","March","2010-03",3,17.5333333333333,"Winter","Dry",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","ColdMortality",35.915,2392.44820672329,2070.06114240434,2113.50084816273,1761.677575967,2387.47337203677,2065.91444205217,2010-03-08
"WS10067_10","FL",2010,"WaltonSmith","Middle_Keys",24.7628833333333,-80.725,10-03-08,"10:52:00 PM",0,2078.91,2390.38,NA,8.10017703861652,353.62017338051,3.40560266556558,NA,NA,36.4985,20.5535,0,NA,"9","Permanent","Single",2010-03-08 22:52:00,2010-03-08 17:52:00,2010-03-08,"17:52:00","Mar","March","2010-03",3,17.8666666666667,"Winter","Dry",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","ColdMortality",36.4985,2357.70170567164,2050.48973507887,2113.50084816273,1761.677575967,2386.59485353077,2074.57319391768,2010-03-08
"WS10067_11","FL",2010,"WaltonSmith","Middle_Keys",24.7183333333333,-80.6876666666667,10-03-08,"11:33:00 PM",0,2067.29,2408.08,NA,8.13215908777893,324.661952439034,3.72445019310688,NA,NA,36.5065,21.344,0,NA,"9.5","Permanent","Single",2010-03-08 23:33:00,2010-03-08 18:33:00,2010-03-08,"18:33:00","Mar","March","2010-03",3,18.55,"Winter","Dry",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","ColdMortality",36.5065,2374.63924308002,2038.58175842451,2113.50084816273,1761.677575967,2403.9892099057,2063.04599200034,2010-03-08
"WS10067_12","FL",2010,"WaltonSmith","Middle_Keys",24.7126333333333,-80.8341,10-03-09,"12:42:00 AM",0,2073.49,2413.73,NA,8.148732040225,311.447373755433,3.70022675291682,NA,NA,36.48,20.17,0,NA,"12","Permanent","Single",2010-03-09 00:42:00,2010-03-08 19:42:00,2010-03-08,"19:42:00","Mar","March","2010-03",3,19.7,"Winter","Dry",-80.83166667,24.71333333,"Offshore","MK","MK_6","T2","ColdMortality",36.48,2381.93982777803,2046.18097860965,2113.50084816273,1761.677575967,2409.77581438563,2069.3832562213,2010-03-08
"WS10067_13","FL",2010,"WaltonSmith","Middle_Keys",24.753,-80.8466666666667,10-03-09,"01:16:00 AM",0,2071.995,2408.63,NA,8.13933374701903,318.921584089293,3.66492739809719,NA,NA,36.511,20.442,0,NA,"11","Permanent","Single",2010-03-09 01:16:00,2010-03-08 20:16:00,2010-03-08,"20:16:00","Mar","March","2010-03",3,20.2666666666667,"Winter","Dry",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","ColdMortality",36.511,2374.88886290199,2042.96959246069,2113.50084816273,1761.677575967,2404.49570242264,2067.6479384969,2010-03-08
"WS10067_14","FL",2010,"WaltonSmith","Middle_Keys",24.7865,-80.8613333333333,10-03-09,"01:42:00 AM",0,2334.335,2724.33,NA,8.2276104625949,287.173526702934,4.41991819359113,NA,NA,35,17.95,0,NA,"10","Permanent","Single",2010-03-09 01:42:00,2010-03-08 20:42:00,2010-03-08,"20:42:00","Mar","March","2010-03",3,20.7,"Winter","Dry",-80.86,24.78833333,"Inshore","MK","MK_6","T2","ColdMortality",35,2802.13204079831,2400.99947416683,2113.50084816273,1761.677575967,2741.77419897444,2350.68908201946,2010-03-08
"WS10067_15","FL",2010,"WaltonSmith","Middle_Keys",24.59735,-81.1865,10-03-09,"05:38:00 AM",0,2339.885,2722.78,NA,8.18379700011274,321.058450128523,4.31281767443397,NA,NA,36.193,19.19967,0,NA,"18","Permanent","Single",2010-03-09 05:38:00,2010-03-09 00:38:00,2010-03-09,"00:38:00","Mar","March","2010-03",3,0.633333333333333,"Winter","Dry",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","ColdMortality",36.193,2708.22595927395,2327.37764296628,2113.50084816273,1761.677575967,2719.5232280282,2336.79431533305,2010-03-09
"WS10067_16","FL",2010,"WaltonSmith","Middle_Keys",24.6351833333333,-81.1858833333333,10-03-09,"06:05:00 AM",0,2310.755,2678.78,NA,8.19714182474069,306.563655639972,4.13766381771843,NA,NA,35.5233333333333,17.91567,0,NA,"17","Permanent","Single",2010-03-09 06:05:00,2010-03-09 01:05:00,2010-03-09,"01:05:00","Mar","March","2010-03",3,1.08333333333333,"Winter","Dry",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","ColdMortality",35.5233333333333,2714.6901324265,2341.73160802873,2113.50084816273,1761.677575967,2686.35779631042,2318.1156055777,2010-03-09
"WS10067_17","FL",2010,"WaltonSmith","Middle_Keys",24.6736333333333,-81.2035833333333,10-03-09,"06:36:00 AM",0,2176.96,2481.23,NA,8.12809823494185,343.121859125177,3.35060761098785,NA,NA,35.9756666666667,17.505,0,NA,"16","Permanent","Single",2010-03-09 06:36:00,2010-03-09 01:36:00,2010-03-09,"01:36:00","Mar","March","2010-03",3,1.6,"Winter","Dry",-81.205,24.675,"Inshore","LK","LK_8","T1","ColdMortality",35.9756666666667,2482.87639980831,2178.40450394631,2113.50084816273,1761.677575967,2481.47400366153,2177.23555724513,2010-03-09
"WS10067_18","FL",2010,"WaltonSmith","Lower_Keys",24.6091833333333,-81.4200666666667,10-03-09,"08:12:00 AM",0,2162.605,2510.08,NA,8.17668765813274,301.264885875376,3.79536205357643,NA,NA,36.408,18.17867,0,NA,"19","Permanent","Single",2010-03-09 08:12:00,2010-03-09 03:12:00,2010-03-09,"03:12:00","Mar","March","2010-03",3,3.2,"Winter","Dry",-81.42166667,24.61,"Inshore","LK","LK_9","T2","ColdMortality",36.408,2481.91936953586,2138.3426975057,2113.50084816273,1761.677575967,2505.63077171059,2158.10698837044,2010-03-09
"WS10067_19","FL",2010,"WaltonSmith","Lower_Keys",24.5765833333333,-81.4179666666667,10-03-09,"08:34:00 AM",0,2184.395,2479.03,NA,8.08431017158371,385.573902179822,3.26776695945825,NA,NA,36.31,19.069,0,NA,"20","Permanent","Single",2010-03-09 08:34:00,2010-03-09 03:34:00,2010-03-09,"03:34:00","Mar","March","2010-03",3,3.56666666666667,"Winter","Dry",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","ColdMortality",36.31,2457.83351006285,2165.71773242508,2113.50084816273,1761.677575967,2475.90461023519,2180.78063243495,2010-03-09
"WS10067_20","FL",2010,"WaltonSmith","Lower_Keys",24.5383166666667,-81.4123666666667,10-03-09,"08:54:00 AM",0,2137.075,2454.28,NA,8.11158267523773,352.744963440048,3.49099428565748,NA,NA,36.3956666666667,19.87667,0,NA,"21LK","Permanent","Single",2010-03-09 08:54:00,2010-03-09 03:54:00,2010-03-09,"03:54:00","Mar","March","2010-03",3,3.9,"Winter","Dry",-81.42,24.54,"Offshore","LK","LK_9","T2","ColdMortality",36.3956666666667,2427.56773748506,2113.81518106569,2113.50084816273,1761.677575967,2450.57097651307,2132.9891929453,2010-03-09
"WS10067_21","FL",2010,"WaltonSmith","Lower_Keys",24.4840666666667,-81.3929333333333,10-03-09,"09:26:00 AM",0,2064.175,2417.63,NA,8.12800096495622,328.40147623204,3.88658201427445,NA,NA,36.5403333333333,22.76667,0,NA,"21.5","Permanent","Single",2010-03-09 09:26:00,2010-03-09 04:26:00,2010-03-09,"04:26:00","Mar","March","2010-03",3,4.43333333333333,"Winter","Dry",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","ColdMortality",36.5403333333333,2381.84918352251,2033.62530180283,2113.50084816273,1761.677575967,2413.12890207875,2059.69805157769,2010-03-09
"WS10067_22","FL",2010,"WaltonSmith","Lower_Keys",24.396,-81.8226833333333,10-03-09,"12:48:00 PM",0,2084.405,2420.98,NA,8.1066369671136,350.041045809523,3.70946819542006,NA,NA,36.5583333333333,22.41333,0,NA,"22.5","Permanent","Single",2010-03-09 12:48:00,2010-03-09 07:48:00,2010-03-09,"07:48:00","Mar","March","2010-03",3,7.8,"Winter","Dry",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","ColdMortality",36.5583333333333,2383.97524234396,2052.54480211235,2113.50084816273,1761.677575967,2416.28017121247,2079.47210087845,2010-03-09
"WS10067_23","FL",2010,"WaltonSmith","Lower_Keys",24.4862333333333,-81.8278833333333,10-03-09,"01:56:00 PM",0,2120.935,2430.33,NA,8.12087139156928,340.691738855738,3.37177043270026,NA,NA,36.5073333333333,18.584,0,NA,"23","Permanent","Single",2010-03-09 13:56:00,2010-03-09 08:56:00,2010-03-09,"08:56:00","Mar","March","2010-03",3,8.93333333333333,"Winter","Dry",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","ColdMortality",36.5073333333333,2396.52555418709,2091.43405474556,2113.50084816273,1761.677575967,2425.92309480802,2115.93794275937,2010-03-09
"WS10067_24","FL",2010,"WaltonSmith","Lower_Keys",24.5357166666667,-81.8294666666667,10-03-09,"02:30:00 PM",0,2178.435,2459.03,NA,8.08016941842819,387.151768442894,3.09683444081217,NA,NA,36.3605333333333,17.9201,0,NA,"24","Permanent","Single",2010-03-09 14:30:00,2010-03-09 09:30:00,2010-03-09,"09:30:00","Mar","March","2010-03",3,9.5,"Winter","Dry",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","ColdMortality",36.3605333333333,2434.6162136386,2156.80702201998,2113.50084816273,1761.677575967,2455.59951119157,2174.29734136433,2010-03-09
"WS10180_1","FL",2010,"WaltonSmith","Upper_Keys",25.645,-80.1266666666667,10-06-29,"02:59:00 PM",0,1786.825,2142.38,NA,8.06113100358936,340.192565366128,3.88240094390995,NA,NA,36.773,30.2955,0,NA,"1","Permanent","Single",2010-06-29 14:59:00,2010-06-29 09:59:00,2010-06-29,"09:59:00","Jun","June","2010-06",6,9.98333333333333,"Spring","Wet",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.773,2097.3184204234,1749.24195827679,2113.50084816273,1761.677575967,2141.77257265349,1786.29606365388,2010-06-29
"WS10180_2","FL",2010,"WaltonSmith","Upper_Keys",25.6474666666667,-80.0832833333333,10-06-29,"03:31:00 PM",0,2054.335,2364.58,NA,7.96559268856442,500.286831262754,3.57405921332128,NA,NA,36.4915,29.6325,0,NA,"3","Permanent","Single",2010-06-29 15:31:00,2010-06-29 10:31:00,2010-06-29,"10:31:00","Jun","June","2010-06",6,10.5166666666667,"Spring","Wet",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.4915,2332.70179695021,2026.63938037102,2113.50084816273,1761.677575967,2361.19506390825,2050.38952436062,2010-06-29
"WS10180_3","FL",2010,"WaltonSmith","Upper_Keys",25.0785166666667,-80.33235,10-06-29,"09:51:00 PM",0,2016.705,2395.18,NA,8.05765122837639,387.968376001472,4.31534904097817,NA,NA,36.497,30.151,0,NA,"5.5","Permanent","Single",2010-06-29 21:51:00,2010-06-29 16:51:00,2010-06-29,"16:51:00","Jun","June","2010-06",6,16.85,"Spring","Wet",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","Normal",36.497,2362.53318045255,1989.21687626173,2113.50084816273,1761.677575967,2391.34065246023,2013.22892125349,2010-06-29
"WS10180_4","FL",2010,"WaltonSmith","Upper_Keys",25.0677833333333,-80.3156333333333,10-06-29,"10:10:00 PM",0,2038.135,2372.23,NA,8.00057950992198,454.232750442573,3.83186234000593,NA,NA,36.4345,29.8,0,NA,"6","Permanent","Single",2010-06-29 22:10:00,2010-06-29 17:10:00,2010-06-29,"17:10:00","Jun","June","2010-06",6,17.1666666666667,"Spring","Wet",-80.315,25.065,"Offshore","UK","UK_3","T1","Normal",36.4345,2343.9098681003,2013.80335760892,2113.50084816273,1761.677575967,2369.14124228834,2034.83459881071,2010-06-29
"WS10180_5","FL",2010,"WaltonSmith","Middle_Keys",24.8157333333333,-80.7525333333333,10-06-30,"03:03:00 AM",0,1767.625,2188.08,NA,8.13870051284549,273.669434461997,4.54717913755114,NA,NA,37.274,30.591,0,NA,"7","Permanent","Single",2010-06-30 03:03:00,2010-06-29 22:03:00,2010-06-29,"22:03:00","Jun","June","2010-06",6,22.05,"Spring","Wet",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",37.274,2113.26579283085,1707.18687024818,2113.50084816273,1761.677575967,2185.53001091548,1767.42164737408,2010-06-29
"WS10180_6","FL",2010,"WaltonSmith","Middle_Keys",24.7930166666667,-80.7415166666667,10-06-30,"03:20:00 AM",0,2030.215,2389.78,NA,8.03667672794383,412.126559669977,4.09967597593155,NA,NA,36.545,29.711,0,NA,"8","Permanent","Single",2010-06-30 03:20:00,2010-06-29 22:20:00,2010-06-29,"22:20:00","Jun","June","2010-06",6,22.3333333333333,"Spring","Wet",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","Normal",36.545,2354.11071231745,1999.91249395659,2113.50084816273,1761.677575967,2385.65632311444,2026.20687430167,2010-06-29
"WS10180_7","FL",2010,"WaltonSmith","Middle_Keys",24.7632833333333,-80.7235333333333,10-06-30,"03:48:00 AM",0,2045.015,2391.28,NA,8.01946381015145,434.177025601626,3.9667099579851,NA,NA,36.414,29.609,0,NA,"9","Permanent","Single",2010-06-30 03:48:00,2010-06-29 22:48:00,2010-06-29,"22:48:00","Jun","June","2010-06",6,22.8,"Spring","Wet",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","Normal",36.414,2364.06259374633,2021.738761312,2113.50084816273,1761.677575967,2388.11833427104,2041.79007034861,2010-06-29
"WS10180_8","FL",2010,"WaltonSmith","Middle_Keys",24.7176666666667,-80.6878833333333,10-06-30,"04:30:00 AM",0,2054.475,2388.48,NA,8.00091534278326,457.758212558177,3.8466256528196,NA,NA,36.2895,29.716,0,NA,"9.5","Permanent","Single",2010-06-30 04:30:00,2010-06-29 23:30:00,2010-06-29,"23:30:00","Jun","June","2010-06",6,23.5,"Spring","Wet",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",36.2895,2369.39546100686,2038.05924259448,2113.50084816273,1761.677575967,2386.28284936632,2052.13547701632,2010-06-29
"WS10180_9","FL",2010,"WaltonSmith","Middle_Keys",24.7801666666667,-80.8583333333333,10-06-30,"06:42:00 AM",0,2003.435,2375.03,NA,8.04857262625897,393.853186577995,4.20514786045516,NA,NA,36.8565,30.0155,0,NA,"10","Permanent","Single",2010-06-30 06:42:00,2010-06-30 01:42:00,2010-06-30,"01:42:00","Jun","June","2010-06",6,1.7,"Spring","Wet",-80.86,24.78833333,"Inshore","MK","MK_6","T2","Normal",36.8565,2319.80743683667,1956.85250806048,2113.50084816273,1761.677575967,2368.94910413494,1997.81382274377,2010-06-30
"WS10180_10","FL",2010,"WaltonSmith","Middle_Keys",24.7565833333333,-80.8473666666667,10-06-30,"07:06:00 AM",0,2050.275,2372.78,NA,7.97622125030148,485.56245254938,3.69917824077141,NA,NA,36.775,29.931,0,NA,"11","Permanent","Single",2010-06-30 07:06:00,2010-06-30 02:06:00,2010-06-30,"02:06:00","Jun","June","2010-06",6,2.1,"Spring","Wet",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","Normal",36.775,2322.74599144023,2007.04154519176,2113.50084816273,1761.677575967,2367.31266830368,2044.18944382353,2010-06-30
"WS10180_11","FL",2010,"WaltonSmith","Middle_Keys",24.675,-81.02395,10-06-30,"09:53:00 AM",0,1914.015,2310.18,NA,8.09748956579124,331.474955382985,4.41993958376973,NA,NA,36.699,30.001,0,NA,"14","Permanent","Single",2010-06-30 09:53:00,2010-06-30 04:53:00,2010-06-30,"04:53:00","Jun","June","2010-06",6,4.88333333333333,"Spring","Wet",-81.02333333,24.675,"Mid channel","MK","MK_7","T3","Normal",36.699,2266.14928894092,1877.53496752298,2113.50084816273,1761.677575967,2306.43140772325,1911.11153572402,2010-06-30
"WS10180_12","FL",2010,"WaltonSmith","Middle_Keys",24.7001,-81.0251166666667,10-06-30,"10:15:00 AM",0,1981.045,2324.68,NA,8.01087643644367,428.981385138778,3.87723297914032,NA,NA,37.013,30.141,0,NA,"13","Permanent","Single",2010-06-30 10:15:00,2010-06-30 05:15:00,2010-06-30,"05:15:00","Jun","June","2010-06",6,5.25,"Spring","Wet",-81.03,24.70166667,"Inshore","MK","MK_7","T3","Normal",37.013,2261.02737028089,1926.80152397668,2113.50084816273,1761.677575967,2318.89765216877,1975.0384470919,2010-06-30
"WS10180_13","FL",2010,"WaltonSmith","Middle_Keys",24.6735166666667,-81.2022333333333,10-06-30,"11:51:00 AM",0,1847.775,2208.48,NA,8.05221002522642,358.973342740108,3.94727744602943,NA,NA,37.374,30.147,0,NA,"16","Permanent","Single",2010-06-30 11:51:00,2010-06-30 06:51:00,2010-06-30,"06:51:00","Jun","June","2010-06",6,6.85,"Spring","Wet",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",37.374,2127.26119060548,1779.82143667638,2113.50084816273,1761.677575967,2204.98705751036,1844.60869092231,2010-06-30
"WS10180_14","FL",2010,"WaltonSmith","Middle_Keys",24.6351833333333,-81.1941166666667,10-06-30,"12:13:00 PM",0,2010.305,2338.43,NA,7.99216528076985,457.248879596565,3.7370956134865,NA,NA,36.6965,29.8785,0,NA,"17","Permanent","Single",2010-06-30 12:13:00,2010-06-30 07:13:00,2010-06-30,"07:13:00","Jun","June","2010-06",6,7.21666666666667,"Spring","Wet",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","Normal",36.6965,2294.01713253449,1972.12407966873,2113.50084816273,1761.677575967,2334.15801041311,2005.58291858988,2010-06-30
"WS10180_15","FL",2010,"WaltonSmith","Middle_Keys",24.5967666666667,-81.1822333333333,10-06-30,"12:39:00 PM",0,2030.145,2359.08,NA,7.99632940495314,457.405607497624,3.76889678946183,NA,NA,36.4055,29.7035,0,NA,"18","Permanent","Single",2010-06-30 12:39:00,2010-06-30 07:39:00,2010-06-30,"07:39:00","Jun","June","2010-06",6,7.65,"Spring","Wet",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","Normal",36.4055,2332.77362388294,2007.50661641735,2113.50084816273,1761.677575967,2356.34151824663,2027.15128845491,2010-06-30
"WS10180_16","FL",2010,"WaltonSmith","Lower_Keys",24.6083166666667,-81.4176166666667,10-06-30,"02:19:00 PM",0,1844.145,2192.83,NA,8.03838645122807,371.509881774533,3.81953311221951,NA,NA,37.2735,30.09,0,NA,"19","Permanent","Single",2010-06-30 14:19:00,2010-06-30 09:19:00,2010-06-30,"09:19:00","Jun","June","2010-06",6,9.31666666666667,"Spring","Wet",-81.42166667,24.61,"Inshore","LK","LK_9","T2","Normal",37.2735,2117.88179182519,1781.11441241933,2113.50084816273,1761.677575967,2190.1186280349,1841.32636578574,2010-06-30
"WS10180_17","FL",2010,"WaltonSmith","Lower_Keys",24.57468,-81.4185333333333,10-06-30,"02:42:00 PM",0,2051.905,2403.28,NA,8.02476548682698,429.704332496122,4.02715878079547,NA,NA,36.437,29.628,0,NA,"20","Permanent","Single",2010-06-30 14:42:00,2010-06-30 09:42:00,2010-06-30,"09:42:00","Jun","June","2010-06",6,9.7,"Spring","Wet",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","Normal",36.437,2374.42626300135,2027.26986501106,2113.50084816273,1761.677575967,2399.80091664941,2048.42053470139,2010-06-30
"WS10180_18","FL",2010,"WaltonSmith","Lower_Keys",24.4844333333333,-81.3908666666667,10-06-30,"03:31:00 PM",0,2032.425,2388.68,NA,8.035714799083,414.163731413968,4.07847802754885,NA,NA,36.2695,29.6795,0,NA,"21.5","Permanent","Single",2010-06-30 15:31:00,2010-06-30 10:31:00,2010-06-30,"10:31:00","Jun","June","2010-06",6,10.5166666666667,"Spring","Wet",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","Normal",36.2695,2370.90052219671,2017.29720758982,2113.50084816273,1761.677575967,2386.63178022087,2030.40976655898,2010-06-30
"WS10180_19","FL",2010,"WaltonSmith","Lower_Keys",24.4592166666667,-81.8269166666667,10-06-30,"07:30:00 PM",0,2042.405,2405.03,NA,8.04186381252952,409.611376332726,4.15578078660495,NA,NA,36.292,29.711,0,NA,"22","Permanent","Single",2010-06-30 19:30:00,2010-06-30 14:30:00,2010-06-30,"14:30:00","Jun","June","2010-06",6,14.5,"Spring","Wet",-81.82833333,24.455,"Offshore","LK","LK_10","T3","Normal",36.292,2385.64887403626,2025.94611650417,2113.50084816273,1761.677575967,2402.68068909167,2040.1427356762,2010-06-30
"WS10180_20","FL",2010,"WaltonSmith","Lower_Keys",24.5361166666667,-81.8292833333333,10-06-30,"08:32:00 PM",0,1941.415,2281.88,NA,8.01504233608103,416.097388822746,3.81930817464414,NA,NA,36.9095,30.082,0,NA,"24","Permanent","Single",2010-06-30 20:32:00,2010-06-30 15:32:00,2010-06-30,"15:32:00","Jun","June","2010-06",6,15.5333333333333,"Spring","Wet",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","Normal",36.9095,2225.62282958946,1893.55160907121,2113.50084816273,1761.677575967,2277.72880246179,1936.98377710792,2010-06-30
"WS11052_1","FL",2011,"WaltonSmith","Upper_Keys",25.6455,-80.1240666666667,11-02-21,"03:02:00 PM",0,2055.44,2393.36,NA,8.11666812541906,336.622781515822,3.71159701937861,NA,NA,36.3913333333333,22.30833,0,NA,"1","Permanent","Single",2011-02-21 15:02:00,2011-02-21 10:02:00,2011-02-21,"10:02:00","Feb","February","2011-02",2,10.0333333333333,"Winter","Dry",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.3913333333333,2367.59267759094,2033.31078200836,2113.50084816273,1761.677575967,2390.34698858738,2052.27730358503,2011-02-21
"WS11052_2","FL",2011,"WaltonSmith","Upper_Keys",25.6525833333333,-80.0793,11-02-21,"03:39:00 PM",0,2050.74,2381.61,NA,8.09992457389331,351.031864783788,3.64878718272421,NA,NA,36.3066666666667,22.86733,0,NA,"3","Permanent","Single",2011-02-21 15:39:00,2011-02-21 10:39:00,2011-02-21,"10:39:00","Feb","February","2011-02",2,10.65,"Winter","Dry",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.3066666666667,2361.46326907756,2033.39219453568,2113.50084816273,1761.677575967,2379.34198679049,2048.2947369734,2011-02-21
