"EXPOCODE","Cruise_ID","Observation_Type","Sample._ID","Station_ID","Cast_number","Niskin_ID","Year_UTC","Month_UTC","Day_UTC","Time_UTC","YearDay_UTC","Latitude_Dec_Deg","Longitude_Dec_Deg","Depth_Bottom_meters","Depth_meters","CTDPRES_dbar","FlowThrough.Intake_Temperature_deg_C","TSGTEMP_deg_C","CTDTEMP_ITS90","TSGSAL_PSS78","CTDSAL_PSS78","Salinity_PSS78","Salinity_Flag","CTDOXY_mg.L","CTDOXY_umol.kg","DIC_umol.kg","DIC_Flag","TA_umol.kg","TA_Flag","pH_TS_20C","pH_TS_25C","pH_Flag","Silicate_umol.kg","Nitrite_and_Nitrate_umol.kg","Ammonium_umol.kg","Phosphate_umol.kg","Nutrients_Flag","X","Y","bathymetry","resolution","tight","nBox","nTight","line_id","line_name","alt_station_id"
"33NF20100701","NF10-13","Niskin","140111","14",1,11,2010,7,4,"18:56",185.7889,23.6483,-83.5297,-999,102,"-999",-999,-999,26.28,-999,36.285,-999,9,-999,-999,2050.6,6,2376.1,6,-999,-999,9,3.8,0.2,-999,0.1,3,-83.5297,23.6483,1929.99157714844,4659,"no","no","no","MA","Marathon",NA
"33NF20100701","NF10-13","Niskin","160110","16",1,10,2010,7,5,"4:17",186.1785,24.0782,-83.8105,-999,89,"-999",-999,-999,26.4,-999,36.441,-999,9,-999,-999,2051.2,2,2379.8,2,-999,-999,9,3.6,0.1,-999,0,3,-83.8105,24.0782,1480.76354980469,6647,"yes","no","no","SMB","Seven Mile Bridge",NA
"33NF20100701","NF10-13","Niskin","180114","18",1,14,2010,7,5,"12:32",186.5222,24.516,-84.0865,-999,3,"-999",-999,-999,29.05,-999,36.177,-999,9,-999,-999,2018.8,2,2381.9,2,-999,-999,9,2.4,0.2,-999,0,3,-84.0865,24.516,1880.68688964844,3182,"yes","no","no","SMB","Seven Mile Bridge",NA
"33NF20100701","NF10-13","Niskin","300104","30",1,4,2010,7,6,"13:52",187.5778,24.8337,-83.9937,-999,2,"-999",-999,-999,28.98,-999,36.194,-999,9,-999,-999,2021.6,2,2360.6,2,-999,-999,9,-999,-999,-999,-999,9,-83.9937,24.8337,195.506362915039,2719,"yes","yes","yes","MI","Marco Island",NA
"33NF20100701","NF10-13","Niskin","310106","31",1,6,2010,7,6,"14:55",187.6215,24.8137,-84.0777,-999,2,"-999",-999,-999,28.95,-999,36.215,-999,9,-999,-999,2022.2,2,2362,2,-999,-999,9,-999,-999,-999,-999,9,-84.0777,24.8137,341.990356445312,2505,"yes","yes","yes","MI","Marco Island",NA
"33NF20100701","NF10-13","Niskin","320110","32",1,10,2010,7,6,"17:43",187.7382,24.78,-84.2358,-999,3,"-999",-999,-999,28.71,-999,36.164,-999,9,-999,-999,2018.1,6,2360.9,6,-999,-999,9,1.9,0.9,-999,0,3,-84.2358,24.78,1405.89245605469,2893,"yes","yes","yes","MI","Marco Island",NA
"33NF20100701","NF10-13","Niskin","330112","33",1,12,2010,7,6,"21:59",187.916,24.7075,-84.4993,-999,3,"-999",-999,-999,28.76,-999,36.465,-999,9,-999,-999,2043.7,2,2386.4,2,-999,-999,9,2.1,0.7,-999,0.1,3,-84.4993,24.7075,3398.15795898438,3325,"yes","yes","yes","MI","Marco Island",NA
"33H620180308","SAV1803","Niskin","560101","56",1,1,2018,3,10,"20:45:00",69.8646,25.3494,-81.2289,4.1,1,"1",-999,-999,20.8,-999,35.013,-999,9,7.18,224.4,2154.4,2,2424.8,2,8.0132,7.9383,2,12.17,0.28,1.06,0.146,2,-81.2289,25.3494,3.02198529243469,2337,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","550101","55",1,1,2018,3,10,"21:36:00",69.9,25.3522,-81.1995,3.3,1,"1",-999,-999,20.54,-999,34.079,-999,9,7.1,221.9,2253.9,2,2512.8,2,8.0212,7.9462,2,15.74,0.039,1.64,0.146,2,-81.1995,25.3522,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","540101","54",1,1,2018,3,10,"22:50:00",69.9514,25.3428,-81.15,3.5,1,"1",-999,-999,20.28,-999,32.113,-999,9,7.09,221.6,2623.6,2,2847.8,2,7.9148,7.8411,2,28.47,0.044,1.89,0.14,2,-81.15,25.3428,2.5547730922699,795,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","570101","57",1,1,2018,3,11,"0:15:00",70.0104,25.3532,-81.2656,5.2,1,"1",-999,-999,21.19,-999,35.79,-999,9,6.93,216.6,2075.9,2,2327.5,2,8.0113,7.9366,2,16.63,0.034,2.37,0.122,2,-81.2656,25.3532,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","5710101","57.1",1,1,2018,3,11,"1:03:00",70.0438,25.3525,-81.3312,6.6,1,"1",-999,-999,21.62,-999,35.85,-999,9,6.89,215.3,2047.4,2,2284.5,2,7.9865,7.912,2,2.45,0.049,1.47,0.148,2,-81.3312,25.3525,5.5090446472168,2278,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","5720102","57.2",1,2,2018,3,11,"2:25:00",70.1007,25.3518,-81.4911,9.4,1,"1",-999,-999,22.15,-999,35.91,-999,9,6.7,209.4,2096.2,2,2352.2,2,8.0135,7.9387,2,0.05,0.051,3.37,2.63,2,-81.4911,25.3518,8.3666181564331,2945,"no","yes","no","SR","Shark River",NA
"33H620180308","SAV1803","Niskin","5730102","57.3",1,2,2018,3,11,"3:40:00",70.1528,25.3532,-81.6503,11.8,1,"1",-999,-999,22.35,-999,36.01,-999,9,6.72,210,2124.7,2,2388.5,2,8.0312,7.9562,2,1.1,0,2,0.125,2,-81.6503,25.3532,11.2790632247925,4575,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","5720101","57.2",1,1,2017,3,29,"15:28:00",88.6444,25.3516,-81.4903,-999,1.5,"-999",23.66,23.89,23.55,35.199,35.199,-999,9,7.12,222.5,2154.4,2,2448,2,8.0688,7.9934,2,1,0,0.02,0.08,2,-81.4903,25.3516,8.3666181564331,2945,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","5710101","57.1",1,1,2017,3,29,"16:00:00",88.6667,25.3514,-81.4193,-999,1.5,"-999",23.67,23.98,23.89,35.157,35.075,-999,9,7.05,220.3,2168.6,2,2465.1,2,8.0825,8.0069,2,6.1,0.01,0,0.02,2,-81.4193,25.3514,7.20255088806152,2890,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","570101","57",1,1,2017,3,29,"17:05:00",88.7118,25.3516,-81.2648,-999,1.5,"-999",24.09,24.4,24.16,34.894,35.213,-999,9,7.11,222.2,2186.2,2,2461.9,2,8.0502,7.975,2,9.7,0,0,0.02,2,-81.2648,25.3516,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","560101","56",1,1,2017,3,29,"17:29:00",88.7285,25.35,-81.2257,-999,1.5,"-999",24.3,24.6,24.27,34.975,35.279,-999,9,7,218.8,2200.3,2,2464.3,2,8.0261,7.9511,2,10.7,0,0.1,0.02,2,-81.2257,25.35,3.02198529243469,2337,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","550101","55",1,1,2017,3,29,"17:50:00",88.7431,25.35,-81.1935,-999,1.5,"-999",24.32,24.61,24.34,35.058,35.39,-999,9,6.87,214.7,2212.4,2,2465.5,2,8.002,7.9272,2,17.4,0.02,0.04,0.04,2,-81.1935,25.35,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","540101","54",1,1,2017,3,29,"18:25:00",88.7674,25.3455,-81.1526,-999,1.5,"-999",24.69,25.01,24.68,35.744,36.04,-999,9,6.9,215.6,2290.1,2,2564.2,2,8.0026,7.9277,2,45.2,0.01,0,0.02,2,-81.1526,25.3455,2.07799696922302,1055,"no","yes","no","SR","Shark River",NA
"33WA20170327","WS17086","Niskin","57190101","57.1b",1,1,2017,3,30,"15:24:00",89.6417,25.3516,-81.4903,-999,1.5,"-999",23.86,24.15,23.48,35.181,35.51,-999,9,7.08,221.3,2159.7,2,2451.7,2,8.0702,7.9948,2,2.6,0,0.2,0.08,2,-81.4903,25.3516,8.3666181564331,2945,"no","yes","no",NA,NA,NA
"33WA20170327","WS17086","Niskin","5790101","57b",1,1,2017,3,30,"17:10:00",89.7153,25.3486,-81.2692,-999,1.5,"-999",24.5,24.79,24.51,34.924,35.241,-999,9,7.1,221.9,2171.2,2,2460.9,2,8.0603,7.9849,2,4.7,0,0.18,0.01,2,-81.2692,25.3486,3.75466084480286,2255,"no","yes","no",NA,NA,NA
"33WA20170327","WS17086","Niskin","5490101","54b",1,1,2017,3,30,"18:43:00",89.7799,25.3444,-81.151,-999,1.5,"-999",24.85,25.13,24.84,35.722,36.067,-999,9,6.83,213.4,2436.8,2,2715.7,2,7.9955,7.9206,2,27.8,0,0.2,0,2,-81.151,25.3444,2.5547730922699,795,"no","yes","no",NA,NA,NA
"33WA20170515","WS17135","Niskin","220101","22",1,1,2017,6,10,"15:05:00",161.6285,23.2967,-80.8933,259,254,"254",27.83,28.29,19.25,35.967,36.633,-999,9,-999,-999,2152.3,2,2388.8,2,7.9937,7.919,2,-999,-999,-999,-999,9,-80.8933,23.2967,400.614898681641,7315,"no","no","no","KWS","Key West South",NA
"33WA20170515","WS17135","Niskin","220103","22",1,3,2017,6,10,"15:05:00",161.6285,23.2967,-80.8933,259,124,"124",-999,-999,25.39,-999,36.704,-999,9,-999,-999,2095.1,2,2392.9,2,8.0976,8.022,2,-999,-999,-999,-999,9,-80.8933,23.2967,400.614898681641,7315,"no","no","no","KWS","Key West South",NA
"33WA20170515","WS17135","Niskin","220105","22",1,5,2017,6,10,"15:05:00",161.6285,23.2967,-80.8933,259,5,"5",27.83,28.29,27.77,35.968,36.06,-999,9,-999,-999,2026.2,2,2352.3,2,8.16,8.0839,2,-999,-999,-999,-999,9,-80.8933,23.2967,400.614898681641,7315,"no","no","no","KWS","Key West South",NA
"33WA20171009","WS17282","Niskin","5730101","57.3",1,1,2017,10,11,"20:08:00",284.8389,25.3518,-81.6516,10.6,1.5,"-999",28.96,29.26,29.28,34.775,34.767,-999,9,6.01,187.8,1942,2,2277.2,2,8.1841,8.1078,2,5.63,1.82,0.07,0.237,2,-81.6516,25.3518,11.2790632247925,4575,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","5720101","57.2",1,1,2017,10,11,"21:34:00",284.8986,25.3494,-81.4908,8.3,1.5,"-999",29.02,29.32,29.32,34.306,34.314,-999,9,6.39,199.7,1886.3,2,2202.9,2,8.1644,8.0884,2,1.95,0.48,0.19,0.161,2,-81.4908,25.3494,8.3666181564331,2945,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","5710101","57.1",1,1,2017,10,11,"23:02:00",284.9597,25.351,-81.3361,5.6,1.5,"-999",28.93,29.24,29.29,32.357,32.339,-999,9,6.51,203.4,1921.9,2,2249,2,8.1871,8.1108,2,7.02,0,0.93,0.127,2,-81.3361,25.351,5.5090446472168,2278,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","570101","57",1,1,2017,10,11,"23:52:00",284.9944,25.351,-81.2653,4.1,1.5,"-999",28.94,29.23,29.23,28.66,28.578,-999,9,7.07,220.9,2192.6,2,2517.7,2,8.2023,8.1256,2,12.25,0,0.78,0.118,2,-81.2653,25.351,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","560101","56",1,1,2017,10,12,"0:28:00",285.0194,25.3487,-81.2293,3.3,1.5,"-999",28.82,29.12,29.11,27.905,27.775,-999,9,7.21,225.3,2304.9,2,2591.5,2,8.1132,8.0374,2,19.84,0,0.84,0.133,2,-81.2293,25.3487,3.02198529243469,2337,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","550101","55",1,1,2017,10,12,"1:04:00",285.0444,25.3505,-81.1939,3,1.5,"-999",28.82,29.19,29.19,27.203,27.212,-999,9,5.67,177.2,2361.5,2,2637.5,2,8.114,8.0381,2,21.44,0,0.83,0.139,2,-81.1939,25.3505,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","540101","54",1,1,2017,10,12,"2:08:00",285.0889,25.344,-81.1534,3,1.5,"-999",29.35,29.36,29.64,18.647,18.762,-999,9,6.53,204.1,2604.2,4,2222.6,3,7.9964,7.9227,3,16.94,0,0.6,0.139,2,-81.1534,25.344,2.24022269248962,945,"no","yes","no","SR","Shark River",NA
"33WA20171009","WS17282","Niskin","530101","53",1,1,2017,10,12,"4:11:00",285.1743,25.4507,-81.2278,2,1.5,"-999",28.81,29.08,29.08,27.234,27.208,-999,9,4.52,141.1,2145.7,2,2403.7,2,8.0995,8.0239,2,11.35,0.017,0.72,0.161,2,-81.2278,25.4507,2.5165331363678,2128,"no","yes","no","BR","Broad River",NA
"33WA20171009","WS17282","Niskin","510101","51",1,1,2017,10,12,"4:53:00",285.2035,25.4538,-81.3086,4,1.5,"-999",28.45,28.74,28.74,27.877,27.916,-999,9,5.56,173.9,2103.7,2,2392.4,2,8.1596,8.0834,2,8.78,0.009,0.45,0.128,2,-81.3086,25.4538,4.70241737365723,2833,"no","yes","no","BR","Broad River",NA
"33WA20171009","WS17282","Niskin","500101","50",1,1,2017,10,12,"5:19:00",285.2215,25.4534,-81.3499,4.8,1.5,"-999",28.44,28.77,28.75,29.227,29.229,-999,9,6.27,195.9,2054.3,2,2358.5,2,8.1703,8.094,2,10.07,0.075,1.18,0.136,2,-81.3499,25.4534,5.20666646957397,2742,"no","yes","no","BR","Broad River",NA
"33WA20171009","WS17282","Niskin","490101","49",1,1,2017,10,12,"6:41:00",285.2785,25.5798,-81.2923,2.3,1.5,"-999",28.61,28.9,28.87,28.444,28.43,-999,9,6.27,195.9,2156.8,2,2418.3,2,8.1069,8.0312,2,6.11,0.045,0.82,0.095,2,-81.2923,25.5798,2.56392002105713,2462,"no","yes","no","LO","Lostmans Key",NA
"33WA20171009","WS17282","Niskin","470101","47",1,1,2017,10,12,"7:20:00",285.3056,25.5829,-81.3659,4.3,1.5,"-999",28.45,28.75,28.75,28.434,28.743,-999,9,6.18,193,2112.7,2,2412.4,2,8.1756,8.0993,2,5.16,0,0.68,0.078,2,-81.3659,25.5829,4.60872030258179,2900,"no","yes","no","LO","Lostmans Key",NA
"33WA20171009","WS17282","Niskin","450101","45",1,1,2017,10,12,"8:20:00",285.3472,25.5826,-81.4707,6.2,1.5,"-999",28.48,28.77,28.47,31.669,31.66,-999,9,6.01,187.8,2008,2,2316.4,2,8.1825,8.1062,2,30.45,0.014,0.61,0.244,2,-81.4707,25.5826,6.32752084732056,3300,"no","yes","no","LO","Lostmans Key",NA
"33WA20171009","WS17282","Niskin","390101","39",1,1,2017,10,12,"10:05:00",285.4201,25.7826,-81.4821,2.6,1.5,"-999",27.88,28.17,27.87,22.485,22.62,-999,9,5.62,175.6,2430.3,2,2641.7,2,8.0339,7.9592,2,26.34,0,0.23,0.114,2,-81.4821,25.7826,2.70936322212219,2148,"no","yes","no","EC","Everglades City",NA
"33WA20171009","WS17282","Flow-through","400000","40",0,0,2017,10,12,"10:35:00",285.441,25.7575,-81.525,4,1.5,"-999",28.19,28.41,28.44,25.585,25.751,-999,9,6.29,196.7,2292.5,2,2541.2,2,8.1191,8.0432,2,4.57,0.008,0.29,0.078,2,-81.525,25.7575,4.02602243423462,2721,"no","yes","no","EC","Everglades City",NA
"33WA20171009","WS17282","Niskin","410101","41",1,1,2017,10,12,"10:59:00",285.4576,25.733,-81.5745,4.8,1.5,"-999",28.28,28.49,28.57,28.606,28.788,-999,9,5.96,186.3,2184.8,2,2428.2,2,8.0903,8.0148,2,1.09,0.064,0.57,0.11,2,-81.5745,25.733,4.72437143325806,2512,"no","yes","no","EC","Everglades City",NA
"33WA20171009","WS17282","Niskin","420101","42",1,1,2017,10,12,"12:24:00",285.5167,25.6544,-81.7181,8.6,1.5,"-999",28.38,28.67,28.67,32.501,32.501,-999,9,-999,-999,2109.2,2,2359.6,2,8.0813,8.0058,2,0.87,0.019,0.4,0.111,2,-81.7181,25.6544,8.71732997894287,3637,"no","yes","no","EC","Everglades City",NA
"33WA20171009","WS17282","Niskin","330101","33",1,1,2017,10,12,"15:33:00",285.6479,25.912,-81.7993,7.6,1.5,"-999",28.5,28.79,28.79,33.178,33.175,-999,9,5.53,172.8,2107.5,2,2323.4,2,8.0166,7.9418,2,4.9,0.15,0.5,0.177,2,-81.7993,25.912,8.71163558959961,2503,"no","yes","no","MI","Marco Island",NA
"33WA20171009","WS17282","Niskin","3050101","30.5",1,1,2017,10,12,"19:03:00",285.7938,25.6545,-82.0738,17.5,1.5,"-999",28.66,28.98,28.98,34.986,35.019,-999,9,6.3,196.8,2033.9,2,2336.1,2,8.1443,8.0683,2,0.4,0,0.09,0.104,2,-82.0738,25.6545,19.4749774932861,6798,"no","yes","no","MI","Marco Island",NA
"33WA20171009","WS17282","Niskin","300101","30",1,1,2017,10,12,"21:02:00",285.8764,25.4012,-82.2107,24,1.5,"-999",28.79,29.11,29.11,35.782,35.785,-999,9,6.15,192,2030.3,2,2344.7,2,8.1494,8.0734,2,1,0,0.34,0.115,2,-82.2107,25.4012,25.1684474945068,7019,"no","yes","no","MI","Marco Island",NA
"33WA20180108","WS18008","Niskin","5730101","57.3",1,1,2018,1,10,"14:54:00",10.6208,25.3494,-81.6527,11,1.5,"-999",18.93,19.25,18.92,35.337,35.35,-999,9,7.14,223.1,2107.2,2,2384.1,2,8.0564,7.9812,2,1.06,0.25,0.72,0.099,2,-81.6527,25.3494,11.2790632247925,4575,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","5720101","57.2",1,1,2018,1,10,"16:48:00",10.7,25.3506,-81.4891,8.3,1.5,"-999",18.35,18.67,18.38,35.085,35.11,-999,9,7.41,231.6,2127.2,2,2382.5,2,8.0271,7.9522,2,0.79,0.036,0.76,0.065,2,-81.4891,25.3506,8.3666181564331,2945,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","5710101","57.1",1,1,2018,1,10,"18:27:00",10.7688,25.3505,-81.3351,5,1.5,"-999",18.68,19.04,17.68,31.948,34.62,-999,9,7.65,239.1,2154.9,2,2389.6,3,7.9921,7.9175,2,6.03,0.068,0.83,0.057,2,-81.3351,25.3505,5.5090446472168,2278,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","570101","57",1,1,2018,1,10,"19:26:00",10.8097,25.3505,-81.2641,3.5,1.5,"-999",18.82,19.25,17.81,28.994,31.65,-999,9,8.23,257.2,2302.8,2,2542.9,2,7.9965,7.9219,2,12.08,0.037,1.22,0.056,2,-81.2641,25.3505,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","560101","56",1,1,2018,1,10,"20:13:00",10.8424,25.3518,-81.2292,3.1,1.5,"-999",19.24,19.68,17.13,29.531,32.44,-999,9,7.88,246.3,2246.5,2,2472.3,2,7.9857,7.9112,2,12.09,0,1.21,0.034,2,-81.2292,25.3518,3.02198529243469,2337,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","550101","55",1,1,2018,1,10,"20:47:00",10.866,25.3495,-81.1945,2,1.5,"-999",19.2,19.69,17.19,29.723,32.47,-999,9,7.06,220.6,2353.2,2,2584.2,2,7.9709,7.8966,2,17.6,0.33,0.96,0.049,2,-81.1945,25.3495,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33WA20180108","WS18008","Niskin","540101","54",1,1,2018,1,10,"22:00:00",10.9167,25.3407,-81.1563,4.2,1.5,"-999",17.75,18.13,17.23,29.872,30.93,-999,9,7.46,233.1,2433.5,2,2651.8,2,7.9363,7.8624,2,18.58,0.009,1.23,0.027,2,-81.1563,25.3407,2.24022269248962,945,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","540101","54",1,1,2018,5,2,"21:54:00",122.9125,25.3409,-81.1543,2,1.5,"-999",26.24,26.54,26.69,32.779,32.773,-999,9,7.14,223.1,3447,2,3733.8,2,7.918,7.8438,2,42.99,0.054,0.3,0.098,2,-81.1543,25.3409,2.46039080619812,811,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","550101","55",1,1,2018,5,2,"22:44:00",122.9472,25.3512,-81.1949,1.9,1.5,"-999",26.26,26.56,26.72,34.441,34.468,-999,9,6.62,206.9,2505.2,2,2783.2,2,7.9979,7.923,2,36.77,0.032,0.23,0.095,2,-81.1949,25.3512,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","560101","56",1,1,2018,5,2,"23:11:00",122.966,25.3495,-81.2247,2.4,1.5,"-999",26.35,26.66,26.81,35.843,35.84,-999,9,6.25,195.3,2274.8,2,2582.5,2,8.0603,7.9848,2,42.77,0.063,1.21,0.16,2,-81.2247,25.3495,2.87843060493469,1993,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","570101","57",1,1,2018,5,2,"23:54:00",122.9958,25.3511,-81.2636,3,1.5,"-999",26.47,26.77,26.92,36.345,36.343,-999,9,6.06,189.4,2224.4,2,2540.3,2,8.0775,8.0019,2,35.65,0,0.22,0.122,2,-81.2636,25.3511,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","5710101","57.1",1,1,2018,5,3,"0:36:00",123.025,25.3524,-81.3424,3.9,1.5,"-999",26.49,26.78,26.95,36.349,36.351,-999,9,5.77,180.3,2068.8,2,2309.9,2,7.9888,7.9143,2,28.51,0.03,0.37,0.072,2,-81.3424,25.3524,5.5090446472168,2278,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Niskin","5720101","57.2",1,1,2018,5,3,"1:41:00",123.0701,25.3515,-81.4909,6.5,1.5,"-999",26.66,26.97,27.14,36.463,36.464,-999,9,5.17,161.6,1994.6,2,2316.3,2,8.1232,8.0475,2,2.14,0.032,0.56,0.059,2,-81.4909,25.3515,8.3666181564331,2945,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Flow-through","5730000","57.3",0,0,2018,5,3,"2:58:00",123.1236,25.3442,-81.654,9.6,1.5,"-999",26.68,26.96,27.17,36.264,36.265,-999,9,-999,-999,2069,2,2332.3,2,8.024,7.9491,2,0.33,0.037,0.44,0.061,2,-81.654,25.3442,11.2790632247925,4575,"no","yes","no","SR","Shark River",NA
"33WA20180430","WS18120","Flow-through","580000","58",0,0,2018,5,3,"4:22:00",123.1819,25.1701,-81.6568,11.5,1.5,"-999",26.47,26.84,26.97,36.457,36.453,-999,9,-999,-999,2094.5,2,2378.8,2,8.058,7.9827,2,0.37,0.04,0.3,0.055,2,-81.6568,25.1701,13.2788286209106,4193,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Niskin","590101","59",1,1,2018,5,3,"5:57:00",123.2479,25.1653,-81.4938,8.5,1.5,"-999",26.62,26.94,27.1,36.458,36.469,-999,9,4.72,147.5,1939.9,2,2264.7,2,8.1517,8.0757,2,3.57,0.002,0.16,0.056,2,-81.4938,25.1653,8.8177604675293,3690,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","600000","60",0,0,2018,5,3,"7:27:00",123.3104,25.1683,-81.3358,5.8,1.5,"-999",26.26,26.74,26.91,36.042,36.042,-999,9,-999,-999,2072.2,2,2457.1,2,8.2085,8.1319,2,13.6,0.039,0.27,0.053,2,-81.3358,25.1683,5.53044128417969,2814,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","610000","61",0,0,2018,5,3,"7:53:00",123.3285,25.1663,-81.2743,4.8,1.5,"-999",26.21,26.75,26.91,35.867,35.856,-999,9,-999,-999,2238.7,2,2592.2,2,8.1425,8.0663,2,24.52,0.31,0.26,0.053,2,-81.2743,25.1663,4.66858863830566,2864,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Niskin","620101","62",1,1,2018,5,3,"8:10:00",123.3403,25.1668,-81.2376,3.2,1.5,"-999",26.15,26.7,26.15,35.897,35.89,-999,9,4.4,137.5,2291.9,2,2640.3,2,8.1183,8.0423,2,23.47,0.079,0,0.057,2,-81.2376,25.1668,3.44446563720703,1667,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Flow-through","630000","63",0,0,2018,5,3,"8:37:00",123.359,25.1661,-81.1979,2.8,1.5,"-999",25.8,26.43,25.81,35.876,35.58,-999,9,-999,-999,2450.4,2,2727.8,2,8.0009,7.9259,2,42.72,0.041,0.2,0.098,2,-81.1979,25.1661,3.1014711856842,1177,"no","yes","no","MC","Middle Cape",NA
"33WA20180430","WS18120","Niskin","650101","65",1,1,2018,5,3,"9:40:00",123.4028,25.0985,-81.0972,2.5,1.5,"-999",25.76,26.45,25.77,35.569,35.54,-999,9,5.06,158.1,2600.6,2,2925.1,2,8.0234,7.9481,2,14.51,0.16,0.32,0.024,2,-81.0972,25.0985,2.85884761810303,602,"no","yes","no","EC","East Cape",NA
"33WA20180430","WS18120","Flow-through","660000","66",0,0,2018,5,3,"10:08:00",123.4222,25.0537,-81.1173,2.5,1.5,"-999",25.98,26.61,25.99,36.474,36.65,-999,9,-999,-999,2064.5,2,2343.8,2,8.0471,7.972,2,1.88,0.08,0.27,0.004,2,-81.1173,25.0537,3.18322849273682,1557,"yes","yes","yes","EC","East Cape",NA
"33WA20180430","WS18120","Flow-through","670000","67",0,0,2018,5,3,"10:22:00",123.4319,25.0289,-81.1242,2.7,1.5,"-999",25.97,26.62,25.98,37.065,37.06,-999,9,-999,-999,2047.9,2,2294.5,2,7.9898,7.9152,2,3.59,0.091,0.36,0.015,2,-81.1242,25.0289,3.60418391227722,2115,"yes","yes","yes","EC","East Cape",NA
"33WA20180806","WS18218","Niskin","540101","54",1,1,2018,8,8,"17:28:00",220.7278,25.3442,-81.1529,-999,1.5,"-999",30.62,30.95,30.4,32.258,31.997,-999,9,5.94,185.6,2256.1,2,2475,2,7.9385,7.8647,2,48.65,0.28,0.17,0,2,-81.1529,25.3442,2.46039080619812,811,"no","yes","no","SR","Shark River",NA
"33WA20180806","WS18218","Niskin","550101","55",1,1,2018,8,8,"18:34:00",220.7736,25.3503,-81.1938,-999,1.5,"-999",30.7,31.03,31.05,33.06,33.071,-999,9,7.51,234.7,1966.3,2,2221.5,2,8.0467,7.9717,2,30.93,0,0.06,0.129,2,-81.1938,25.3503,2.37362217903137,1572,"no","yes","no","SR","Shark River",NA
"33WA20180806","WS18218","Niskin","560101","56",1,1,2018,8,8,"19:09:00",220.7979,25.3503,-81.2276,-999,1.5,"-999",30.62,31.38,31,33.881,33.915,-999,9,7.2,225,1870,2,2117.8,2,8.0608,7.9857,2,14.83,0.024,0.44,0.078,2,-81.2276,25.3503,3.02198529243469,2337,"no","yes","no","SR","Shark River",NA
"33WA20180806","WS18218","Niskin","570101","57",1,1,2018,8,8,"19:47:00",220.8243,25.352,-81.2636,-999,1.5,"-999",30.71,31.03,30.75,35.6,35.659,-999,9,6.65,207.8,1706.2,2,1978.1,2,8.0508,7.976,2,15.2,0.41,1.17,0.215,2,-81.2636,25.352,3.75466084480286,2255,"no","yes","no","SR","Shark River",NA
"33WA20180806","WS18218","Niskin","5710101","57.1",1,1,2018,8,8,"20:33:00",220.8563,25.3518,-81.3369,-999,1.5,"-999",30.81,31.13,30.84,36.129,36.181,-999,9,4.71,147.2,1652,2,1887.6,2,8.034,7.9595,2,2.43,0.4,1.93,0.253,2,-81.3369,25.3518,5.5090446472168,2278,"no","yes","no","SR","Shark River",NA
